APPOINTMENTID,APPOINTMENTDATE,APPOINTMENTSTARTTIME,APPOINTMENTDURATION,PROVIDERID
289844,2025-01-27,11:00:00,10,248
290269,2025-01-27,14:30:00,10,103
289887,2025-01-27,10:15:00,10,248
290077,2025-01-27,13:15:00,10,289
289895,2025-01-27,11:15:00,10,289
289288,2025-01-27,07:40:00,20,236
290296,2025-01-23,10:45:00,10,289
288616,2025-01-16,11:20:00,20,337
288905,2025-01-16,18:00:00,10,289
291535,2025-01-30,18:00:00,10,168
291537,2025-01-30,18:15:00,10,168
291123,2025-01-30,08:30:00,10,168
290629,2025-01-29,13:45:00,10,168
290835,2025-01-29,19:00:00,10,168
291095,2025-01-29,20:30:00,10,168
291094,2025-01-30,10:30:00,10,103
291024,2025-01-30,10:00:00,20,337
291286,2025-01-30,15:15:00,10,271
291313,2025-01-30,17:15:00,10,248
291306,2025-01-30,16:15:00,10,289
291116,2025-01-30,12:30:00,10,201
291075,2025-01-30,11:00:00,10,289
291085,2025-01-30,11:30:00,10,248
291326,2025-01-30,17:00:00,10,248
291042,2025-01-30,10:10:00,10,100
291358,2025-01-30,19:00:00,10,289
291267,2025-01-30,13:00:00,20,337
290951,2025-01-30,09:15:00,10,248
291038,2025-01-30,10:30:00,10,100
291026,2025-01-30,11:20:00,20,116
291050,2025-01-30,10:30:00,10,289
291004,2025-01-30,10:40:00,10,100
291028,2025-01-30,18:15:00,10,289
291285,2025-01-30,16:00:00,10,289
290659,2025-01-30,13:45:00,10,263
291013,2025-01-30,09:45:00,10,263
289914,2025-01-30,11:00:00,20,116
290159,2025-01-30,13:00:00,20,116
289665,2025-01-30,06:50:00,10,201
289815,2025-01-30,08:50:00,20,224
289999,2025-01-30,11:30:00,10,221
289775,2025-01-30,11:00:00,10,103
288713,2025-01-30,11:30:00,10,221
288833,2025-01-30,12:15:00,10,248
288725,2025-01-30,10:20:00,20,337
288792,2025-01-30,11:30:00,10,289
288678,2025-01-30,10:45:00,10,221
289021,2025-01-30,16:30:00,10,108
288826,2025-01-30,12:00:00,10,289
289233,2025-01-27,19:40:00,20,118
289389,2025-01-27,21:20:00,20,118
288985,2025-01-30,15:00:00,10,248
289118,2025-01-30,18:45:00,10,248
288969,2025-01-30,14:30:00,10,248
288782,2025-01-30,12:15:00,10,221
289537,2025-01-30,12:30:00,10,221
289536,2025-01-20,15:20:00,10,225
289402,2025-01-19,08:00:00,20,118
289395,2025-01-18,13:30:00,10,342
289413,2025-01-18,15:24:00,10,344
289218,2025-01-17,11:45:00,10,108
289150,2025-01-17,10:00:00,20,375
289270,2025-01-17,13:40:00,20,236
289222,2025-01-17,13:00:00,10,128
288066,2025-01-15,14:20:00,20,337
288057,2025-01-15,09:30:00,10,248
288176,2025-01-15,11:30:00,20,294
288149,2025-01-15,12:40:00,20,102
288764,2025-01-21,09:10:00,10,100
288981,2025-01-21,15:20:00,20,100
288954,2025-01-21,15:00:00,10,100
288984,2025-01-21,15:40:00,20,100
288648,2025-01-21,19:00:00,20,398
289010,2025-01-21,18:10:00,20,100
289015,2025-01-21,14:40:00,20,116
288573,2025-01-17,14:00:00,10,168
288361,2025-01-21,13:20:00,10,100
288885,2025-01-22,12:50:00,20,100
289130,2025-01-22,19:00:00,10,108
289041,2025-01-22,12:40:00,10,100
289478,2025-01-22,16:00:00,10,248
289396,2025-01-22,09:45:00,10,248
289404,2025-01-25,13:20:00,20,376
289414,2025-01-25,11:40:00,20,376
289204,2025-01-24,21:40:00,20,118
290313,2025-01-26,12:40:00,20,290
290090,2025-01-26,15:00:00,20,118
289518,2025-01-26,13:20:00,20,290
289006,2025-01-26,14:20:00,20,290
289449,2025-01-26,09:00:00,20,118
289488,2025-01-26,11:20:00,20,290
289433,2025-01-26,15:00:00,20,290
289378,2025-01-22,11:15:00,10,289
288504,2025-01-22,19:00:00,10,289
288460,2025-01-22,16:15:00,10,248
288452,2025-01-22,16:30:00,10,289
288086,2025-01-22,09:30:00,10,289
288119,2025-01-22,09:00:00,10,248
288106,2025-01-22,09:45:00,10,289
288254,2025-01-22,09:20:00,10,314
289109,2025-01-21,09:45:00,10,168
288541,2025-01-21,16:40:00,20,116
289398,2025-01-21,11:00:00,10,248
288329,2025-01-21,17:15:00,10,248
288068,2025-01-15,13:00:00,20,337
290202,2025-01-29,17:15:00,10,100
289681,2025-01-29,08:50:00,10,100
290140,2025-01-29,17:40:00,20,100
290082,2025-01-29,15:40:00,10,100
289944,2025-01-29,13:45:00,10,100
290218,2025-01-29,18:10:00,10,100
290220,2025-01-24,17:15:00,10,103
289765,2025-01-29,13:10:00,10,100
289770,2025-01-29,13:20:00,10,100
289888,2025-01-29,12:40:00,10,100
290085,2025-01-29,13:15:00,10,100
289954,2025-01-29,15:20:00,10,100
289726,2025-01-29,10:40:00,20,100
289816,2025-01-29,13:50:00,10,100
290091,2025-01-29,14:45:00,10,201
289894,2025-01-29,14:10:00,10,100
290145,2025-01-29,11:15:00,10,100
290107,2025-01-29,17:10:00,10,100
289785,2025-01-21,12:00:00,20,205
289751,2025-01-29,10:50:00,10,100
289662,2025-01-29,06:40:00,10,201
290194,2025-01-29,18:00:00,10,100
290153,2025-01-29,17:50:00,20,100
290074,2025-01-29,14:15:00,10,357
288914,2025-01-29,12:45:00,10,263
290277,2025-01-28,12:45:00,10,168
290105,2025-01-28,17:20:00,20,116
290219,2025-01-28,17:30:00,10,289
289756,2025-01-28,12:15:00,10,221
289830,2025-01-28,11:15:00,10,168
290149,2025-01-28,16:00:00,20,116
289763,2025-01-28,10:15:00,10,168
290172,2025-01-28,18:30:00,10,289
290216,2025-01-28,18:45:00,10,168
289899,2025-01-28,11:45:00,10,168
290263,2025-01-28,18:00:00,10,289
290195,2025-01-28,17:45:00,10,168
290271,2025-01-28,17:00:00,20,289
289882,2025-01-28,12:30:00,10,168
290007,2025-01-28,09:45:00,10,168
289881,2025-01-28,11:15:00,10,103
289879,2025-01-27,12:00:00,20,354
289848,2025-01-27,11:00:00,20,102
289842,2025-01-27,09:00:00,20,102
289200,2025-01-27,12:00:00,10,374
289053,2025-01-29,17:15:00,10,108
288053,2025-01-29,09:00:00,10,248
288225,2025-01-29,10:45:00,20,119
288031,2025-01-29,08:40:00,10,100
288342,2025-01-29,13:45:00,10,282
288293,2025-01-29,13:00:00,20,337
289697,2025-01-29,10:30:00,10,100
288325,2025-01-15,16:00:00,10,263
286753,2025-01-15,14:20:00,20,100
286783,2025-01-12,19:00:00,10,221
286839,2025-01-13,11:40:00,20,337
286838,2025-01-13,11:20:00,20,337
289209,2025-01-17,11:15:00,10,248
287125,2025-01-20,13:30:00,10,119
286861,2025-01-13,09:00:00,10,263
287193,2025-01-13,16:00:00,10,289
287208,2025-01-13,16:30:00,10,263
287201,2025-01-15,12:30:00,10,263
286935,2025-01-15,09:00:00,10,289
286841,2025-01-13,13:00:00,20,337
287027,2025-01-13,14:00:00,20,236
286993,2025-01-13,11:40:00,10,128
286865,2025-01-13,12:00:00,10,374
287244,2025-01-14,11:45:00,10,289
287012,2025-01-14,09:00:00,10,289
287189,2025-01-14,15:00:00,10,263
287140,2025-01-14,09:30:00,10,119
287060,2025-01-14,14:30:00,10,263
287261,2025-01-14,11:45:00,10,289
286918,2025-01-14,12:40:00,20,337
287265,2025-01-14,15:20:00,20,116
287039,2025-01-14,14:00:00,10,221
286950,2025-01-13,13:00:00,60,287
289258,2025-01-23,16:30:00,10,248
288784,2025-01-23,11:15:00,10,263
288567,2025-01-23,08:15:00,10,271
289277,2025-01-22,08:15:00,10,168
288686,2025-01-23,10:15:00,10,271
288766,2025-01-23,11:00:00,10,221
288580,2025-01-23,08:45:00,10,168
288543,2025-01-23,10:00:00,10,221
288879,2025-01-23,13:30:00,10,221
288814,2025-01-23,11:45:00,10,248
288904,2025-01-23,10:50:00,10,100
288853,2025-01-23,13:15:00,10,248
288542,2025-01-23,06:40:00,10,201
288907,2025-01-23,09:30:00,10,100
289185,2025-01-23,17:00:00,10,248
288013,2025-01-23,06:50:00,10,201
288663,2025-01-23,09:45:00,10,263
288639,2025-01-23,09:30:00,10,263
288185,2025-01-22,13:00:00,10,168
289359,2025-01-23,09:00:00,30,168
287266,2025-01-23,16:30:00,10,108
289242,2025-01-24,12:15:00,10,282
289197,2025-01-24,10:30:00,10,248
289263,2025-01-24,14:15:00,10,108
289195,2025-01-24,10:15:00,10,263
289247,2025-01-24,12:45:00,10,248
289275,2025-01-24,12:30:00,10,248
289304,2025-01-22,20:00:00,10,108
289430,2025-01-31,09:00:00,20,270
289210,2025-01-31,11:15:00,10,282
289183,2025-01-31,10:15:00,10,282
289274,2025-01-31,13:30:00,10,108
289329,2025-01-31,12:15:00,10,108
289186,2025-01-31,10:30:00,10,282
289880,2025-01-28,10:30:00,10,221
288704,2025-01-29,13:20:00,20,104
288726,2025-01-28,15:40:00,20,104
291064,2025-01-30,12:45:00,10,221
290920,2025-01-31,13:00:00,20,233
291070,2025-01-30,20:30:00,10,168
291018,2025-01-30,10:00:00,10,168
290926,2025-01-30,08:00:00,10,271
290948,2025-01-30,08:45:00,10,168
291054,2025-01-30,10:15:00,10,168
289167,2025-01-30,13:15:00,10,221
288910,2025-01-30,13:45:00,10,221
288916,2025-01-30,14:00:00,10,221
288875,2025-01-30,12:45:00,10,221
289181,2025-01-31,10:00:00,10,248
289295,2025-01-31,14:30:00,10,108
289371,2025-01-31,18:00:00,20,118
289252,2025-01-31,12:45:00,10,248
289188,2025-01-31,10:45:00,10,282
289224,2025-01-31,11:30:00,10,108
287280,2025-01-31,12:30:00,10,108
289214,2025-01-24,10:45:00,10,248
289223,2025-01-24,11:45:00,10,282
289217,2025-01-24,11:15:00,10,248
289226,2025-01-24,12:00:00,10,248
289262,2025-01-24,11:45:00,10,248
289187,2025-01-24,10:15:00,10,248
288477,2025-01-24,14:45:00,10,108
287036,2025-01-21,13:00:00,20,104
289178,2025-01-24,09:30:00,10,263
288751,2025-01-23,10:45:00,10,289
288667,2025-01-23,18:30:00,10,168
289110,2025-01-23,13:45:00,10,289
288847,2025-01-23,16:00:00,10,289
288773,2025-01-23,11:15:00,10,289
289114,2025-01-23,18:45:00,10,168
289164,2025-01-23,19:30:00,10,168
279147,2025-01-15,18:00:00,10,168
281544,2025-01-16,13:00:00,10,221
278580,2025-01-16,11:40:00,20,270
278855,2025-01-14,14:30:00,10,168
279242,2025-01-14,20:30:00,10,168
279202,2025-01-14,19:00:00,10,168
288320,2025-01-16,09:00:00,20,270
288197,2025-01-16,10:40:00,20,116
288332,2025-01-16,12:00:00,10,289
288075,2025-01-15,11:40:00,20,337
288166,2025-01-16,14:20:00,20,337
288266,2025-01-16,16:50:00,10,100
286790,2025-01-14,08:45:00,10,168
287128,2025-01-17,14:15:00,10,108
286937,2025-01-17,12:00:00,20,236
288269,2025-01-16,11:15:00,10,100
286797,2025-01-16,07:00:00,10,221
286883,2025-01-16,12:30:00,10,119
286889,2025-01-14,15:30:00,10,374
286833,2025-01-15,15:00:00,20,116
288617,2025-01-16,11:40:00,20,337
288665,2025-01-16,10:00:00,20,337
289054,2025-01-16,17:18:00,20,337
286810,2025-01-19,20:45:00,10,221
286779,2025-01-19,15:40:00,20,290
286775,2025-01-19,12:40:00,20,290
286778,2025-01-19,14:00:00,20,290
286806,2025-01-19,20:30:00,10,221
286785,2025-01-19,16:20:00,20,290
288702,2025-01-16,11:20:00,20,116
288832,2025-01-16,12:30:00,10,289
288790,2025-01-16,11:45:00,10,119
288816,2025-01-16,13:00:00,20,236
288612,2025-01-16,10:40:00,20,337
289089,2025-01-16,19:15:00,10,248
289007,2025-01-16,19:00:00,10,248
288614,2025-01-16,11:00:00,20,337
288562,2025-01-17,10:00:00,10,282
288740,2025-01-16,11:30:00,10,248
278773,2025-01-16,10:00:00,10,128
279177,2025-01-15,18:40:00,20,314
277798,2025-01-16,18:20:00,20,286
289891,2025-01-27,12:00:00,10,248
289988,2025-01-27,15:00:00,10,248
289900,2025-01-27,12:30:00,10,248
289748,2025-01-27,09:30:00,10,289
290142,2025-01-27,16:15:00,10,248
290111,2025-01-27,15:45:00,10,248
290130,2025-01-27,11:45:00,10,248
290148,2025-01-21,16:00:00,60,118
290121,2025-01-27,11:15:00,10,248
290026,2025-01-27,12:15:00,10,248
289906,2025-01-27,14:15:00,10,248
289793,2025-01-27,08:20:00,20,116
289864,2025-01-28,13:45:00,10,263
288528,2025-01-28,10:45:00,10,168
286989,2025-01-28,16:00:00,20,224
286965,2025-01-28,10:40:00,20,337
288208,2025-01-24,12:00:00,20,270
279135,2025-01-28,17:40:00,60,204
277916,2025-01-28,18:00:00,10,263
278243,2025-01-28,13:00:00,20,236
277984,2025-01-03,08:00:00,20,236
277725,2025-01-03,12:15:00,10,282
278777,2025-01-03,18:40:00,20,286
279127,2025-01-03,17:40:00,20,286
287213,2025-01-20,16:45:00,10,119
286878,2025-01-20,13:20:00,30,225
278983,2025-01-20,15:20:00,20,102
289443,2025-01-27,20:40:00,20,290
289533,2025-01-26,20:45:00,10,221
288115,2025-01-15,10:00:00,60,236
286854,2025-01-27,08:30:00,10,263
287182,2025-01-27,15:15:00,10,289
286877,2025-01-27,08:00:00,20,116
286976,2025-01-27,10:45:00,10,289
287313,2025-01-27,19:20:00,20,118
286974,2025-01-27,10:45:00,10,248
291382,2025-01-23,21:15:00,10,168
288771,2025-01-27,11:00:00,10,263
288778,2025-01-23,10:45:00,10,168
288718,2025-01-23,10:30:00,10,289
289331,2025-01-29,13:30:00,10,168
289230,2025-01-31,11:30:00,10,282
288953,2025-01-27,14:30:00,10,289
288849,2025-01-27,12:15:00,10,119
288136,2025-01-21,08:20:00,10,100
288506,2025-01-21,14:50:00,10,100
288412,2025-01-21,14:40:00,10,100
288467,2025-01-21,16:20:00,20,100
286760,2025-01-21,14:00:00,10,221
287183,2025-01-21,14:15:00,10,357
287079,2025-01-21,12:45:00,10,289
287159,2025-01-21,14:45:00,10,289
286910,2025-01-21,13:00:00,10,263
286822,2025-01-21,09:00:00,10,263
286870,2025-01-21,09:00:00,10,289
287074,2025-01-21,12:20:00,20,116
287121,2025-01-21,20:40:00,20,329
287116,2025-01-21,11:45:00,10,289
287242,2025-01-21,12:00:00,10,289
288026,2025-01-21,08:00:00,10,100
287234,2025-01-17,16:45:00,10,108
288402,2025-01-21,12:30:00,10,263
288868,2025-01-21,15:30:00,20,100
288781,2025-01-21,11:20:00,10,100
290037,2025-01-30,13:30:00,10,263
288588,2025-01-30,09:00:00,10,248
288807,2025-01-30,11:10:00,10,287
289101,2025-01-30,18:00:00,10,289
288546,2025-01-30,07:30:00,10,221
288735,2025-01-30,11:45:00,10,221
288708,2025-01-30,11:15:00,10,221
288786,2025-01-30,11:15:00,10,248
288902,2025-01-30,13:00:00,10,221
287326,2025-01-27,20:40:00,20,118
288919,2025-01-21,15:00:00,10,263
288872,2025-01-21,18:20:00,20,398
288996,2025-01-21,15:50:00,10,100
288824,2025-01-21,12:50:00,20,314
289038,2025-01-21,16:00:00,10,100
288889,2025-01-21,14:30:00,10,201
288877,2025-01-21,12:20:00,10,100
288823,2025-01-17,12:00:00,10,108
288844,2025-01-21,12:40:00,20,100
277848,2025-01-21,08:00:00,20,236
278034,2025-01-21,09:00:00,20,304
286931,2025-01-20,09:00:00,10,374
286882,2025-01-21,09:15:00,10,263
277918,2025-01-21,18:00:00,10,263
288062,2025-01-22,09:30:00,10,201
288083,2025-01-22,09:45:00,10,201
288415,2025-01-22,15:30:00,10,289
288243,2025-01-22,12:30:00,10,248
288493,2025-01-22,18:45:00,10,289
288016,2025-01-22,08:30:00,10,201
288126,2025-01-22,12:00:00,10,297
286925,2025-01-22,09:30:00,10,263
287034,2025-01-22,12:00:00,10,289
288769,2025-01-22,12:00:00,20,119
289128,2025-01-22,18:45:00,10,108
288553,2025-01-22,12:00:00,10,201
277828,2025-01-21,19:20:00,20,286
288338,2025-01-22,13:45:00,10,263
288258,2025-01-22,12:30:00,10,263
287221,2025-01-21,15:45:00,10,248
288558,2025-01-21,15:20:00,20,116
288158,2025-01-29,10:45:00,10,201
288008,2025-01-29,06:50:00,10,201
288105,2025-01-29,10:30:00,10,263
288462,2025-01-29,09:45:00,10,168
288212,2025-01-29,11:45:00,10,357
287042,2025-01-29,09:40:00,20,161
287083,2025-01-29,16:00:00,10,201
287215,2025-01-29,14:00:00,20,161
289269,2025-01-24,14:30:00,10,108
289237,2025-01-24,12:15:00,10,248
288135,2025-01-29,10:00:00,20,337
290209,2025-01-27,16:30:00,10,248
289682,2025-01-28,08:00:00,10,168
286926,2025-01-28,18:00:00,20,116
287166,2025-01-28,12:00:00,20,116
288458,2025-01-27,09:20:00,20,354
288111,2025-01-29,10:45:00,10,263
289495,2025-01-26,10:40:00,20,204
289496,2025-01-26,11:00:00,20,204
289494,2025-01-26,10:20:00,20,204
289490,2025-01-26,09:20:00,20,204
286845,2025-01-27,08:30:00,10,119
287217,2025-01-27,08:00:00,20,354
288855,2025-01-27,10:15:00,10,263
289033,2025-01-21,15:40:00,20,116
289202,2025-01-24,21:20:00,20,118
286757,2025-01-26,10:00:00,20,118
288944,2025-01-23,14:15:00,10,221
277881,2025-01-11,13:00:00,20,376
278197,2025-01-11,10:00:00,60,376
277892,2025-01-11,14:40:00,20,376
277932,2025-01-12,17:20:00,20,118
277927,2025-01-12,16:40:00,20,118
277896,2025-01-12,09:00:00,20,204
277935,2025-01-12,19:10:00,10,221
277920,2025-01-12,09:40:00,20,204
277937,2025-01-12,19:20:00,10,221
277942,2025-01-12,17:40:00,20,118
277945,2025-01-12,19:30:00,10,221
277940,2025-01-19,19:30:00,10,221
277910,2025-01-19,12:00:00,20,118
289265,2025-01-30,19:45:00,10,168
288047,2025-01-30,14:20:00,20,270
289119,2025-01-30,19:30:00,10,168
277890,2025-01-31,17:00:00,60,161
287066,2025-01-29,15:20:00,60,270
289080,2025-01-23,17:45:00,10,248
288783,2025-01-23,11:00:00,20,337
289075,2025-01-23,16:15:00,10,248
288843,2025-01-23,13:00:00,10,248
288559,2025-01-23,08:00:00,10,271
288544,2025-01-23,07:45:00,10,201
288987,2025-01-23,15:00:00,10,271
288852,2025-01-23,07:30:00,10,201
288851,2025-01-23,06:30:00,10,201
288874,2025-01-23,13:15:00,10,271
288864,2025-01-23,10:40:00,10,100
288815,2025-01-23,11:15:00,10,221
288768,2025-01-23,10:30:00,10,119
289111,2025-01-23,18:30:00,10,248
288633,2025-01-23,09:45:00,10,168
288651,2025-01-23,09:45:00,10,248
288873,2025-01-23,12:45:00,10,201
288794,2025-01-23,11:20:00,20,337
288590,2025-01-23,10:45:00,10,221
288605,2025-01-23,09:40:00,20,100
288797,2025-01-23,11:30:00,10,248
277921,2025-01-23,17:00:00,20,204
277701,2025-01-23,19:00:00,20,233
277809,2025-01-23,18:20:00,20,286
278236,2025-01-23,17:30:00,60,233
288556,2025-01-22,11:45:00,10,201
288694,2025-01-22,13:30:00,10,168
278293,2025-01-23,12:40:00,20,236
288738,2025-01-22,14:00:00,20,104
277822,2025-01-24,14:40:00,20,236
277783,2025-01-24,12:20:00,20,236
288535,2025-01-21,18:00:00,10,317
288967,2025-01-21,15:00:00,20,104
288734,2025-01-21,12:15:00,10,168
288948,2025-01-21,18:00:00,10,168
289047,2025-01-23,16:30:00,20,289
288884,2025-01-23,13:00:00,20,337
288951,2025-01-23,13:40:00,20,337
289143,2025-01-23,20:45:00,10,168
277938,2025-01-05,19:00:00,10,221
277901,2025-01-05,10:00:00,20,118
278172,2025-01-05,19:20:00,10,221
277952,2025-01-05,20:00:00,10,221
288923,2025-01-28,15:00:00,10,263
289276,2025-01-27,14:00:00,20,270
286908,2025-01-28,13:00:00,10,263
286970,2025-01-27,10:40:00,20,116
287184,2025-01-27,15:30:00,10,248
287007,2025-01-27,11:00:00,20,116
288854,2025-01-27,11:45:00,10,119
286819,2025-01-21,07:00:00,20,201
279026,2025-01-15,16:10:00,20,100
278211,2025-01-15,13:00:00,20,161
278343,2025-01-15,14:20:00,20,102
288360,2025-01-29,08:30:00,30,119
288167,2025-01-29,10:40:00,20,116
288636,2025-01-30,09:30:00,10,263
288314,2025-01-28,15:30:00,20,297
288915,2025-01-23,14:00:00,10,221
289017,2025-01-24,11:20:00,20,398
288961,2025-01-30,11:00:00,10,287
278209,2025-01-15,12:00:00,20,102
278371,2025-01-27,17:00:00,20,232
286804,2025-01-26,20:00:00,10,221
286769,2025-01-19,11:00:00,20,290
288604,2025-01-23,11:00:00,10,168
288582,2025-01-23,09:45:00,10,289
288848,2025-01-21,17:00:00,10,263
287229,2025-01-23,11:30:00,30,289
288802,2025-01-23,12:30:00,10,289
289079,2025-01-23,13:15:00,10,289
288564,2025-01-24,21:00:00,20,118
278003,2025-01-22,15:30:00,10,263
288228,2025-01-28,15:00:00,20,297
252554,2025-01-03,16:40:00,20,161
262654,2025-01-29,09:10:00,20,100
262719,2025-01-29,11:30:00,20,100
262012,2025-01-12,10:40:00,20,204
273400,2025-01-30,14:40:00,20,236
273592,2025-01-21,18:00:00,10,108
279138,2025-01-02,17:00:00,20,100
278585,2025-01-02,10:00:00,20,270
277704,2025-01-02,13:15:00,10,248
277880,2025-01-11,09:00:00,20,376
263114,2025-01-02,19:00:00,20,232
281720,2025-01-02,11:00:00,10,128
281786,2025-01-02,16:00:00,10,128
281700,2025-01-02,10:00:00,10,271
281441,2025-01-02,10:30:00,30,314
281584,2025-01-02,14:15:00,10,271
281622,2025-01-02,14:40:00,10,128
282106,2025-01-03,08:15:00,10,263
281409,2025-01-02,12:50:00,10,201
278335,2025-01-06,16:00:00,10,248
278323,2025-01-06,15:45:00,10,248
278233,2025-01-06,11:30:00,10,248
278261,2025-01-06,14:00:00,10,103
278186,2025-01-06,13:00:00,10,289
277990,2025-01-06,09:15:00,10,289
277988,2025-01-06,19:00:00,10,119
278263,2025-01-06,18:20:00,20,224
278943,2025-01-06,12:45:00,10,103
278637,2025-01-06,11:45:00,10,103
278951,2025-01-06,14:30:00,10,103
278947,2025-01-06,13:15:00,10,103
278938,2025-01-06,12:00:00,10,103
278950,2025-01-06,13:45:00,10,103
278602,2025-01-06,10:30:00,20,100
278952,2025-01-06,14:45:00,10,103
278291,2025-01-06,15:15:00,10,263
278945,2025-01-06,13:00:00,10,103
278942,2025-01-06,12:30:00,10,103
278948,2025-01-06,13:30:00,10,103
278651,2025-01-06,19:20:00,10,119
279163,2025-01-06,18:00:00,20,290
277914,2025-01-05,18:00:00,20,118
278312,2025-01-06,15:15:00,10,103
278043,2025-01-06,12:00:00,10,248
278156,2025-01-06,13:15:00,10,248
278292,2025-01-06,16:40:00,20,224
277958,2025-01-06,07:30:00,10,263
278984,2025-01-06,12:45:00,10,263
277934,2025-01-05,19:00:00,20,118
278337,2025-01-06,15:45:00,10,263
263074,2025-01-06,17:30:00,20,100
262703,2025-01-06,11:00:00,20,100
262311,2025-01-06,13:00:00,20,161
273477,2025-01-06,16:20:00,20,102
273577,2025-01-06,19:40:00,20,118
273150,2025-01-06,10:00:00,20,304
273262,2025-01-06,12:00:00,20,288
273215,2025-01-06,11:00:00,20,301
273425,2025-01-06,11:40:00,20,102
273202,2025-01-06,10:40:00,20,102
273132,2025-01-06,12:40:00,20,161
273471,2025-01-06,16:30:00,10,119
273124,2025-01-06,09:00:00,20,102
282100,2025-01-04,09:00:00,60,376
252831,2025-01-06,10:20:00,20,225
278621,2025-01-07,11:00:00,10,221
278606,2025-01-07,09:20:00,10,100
278520,2025-01-07,09:15:00,10,289
278593,2025-01-07,12:00:00,20,270
278898,2025-01-07,16:30:00,20,100
279133,2025-01-07,17:30:00,10,221
279204,2025-01-07,19:00:00,10,289
278962,2025-01-07,14:45:00,10,103
279068,2025-01-07,16:30:00,10,289
279077,2025-01-07,17:15:00,10,103
278956,2025-01-07,13:00:00,10,103
279170,2025-01-07,18:30:00,10,289
278478,2025-01-07,08:45:00,10,263
278583,2025-01-07,10:40:00,20,270
278628,2025-01-07,11:10:00,10,221
278961,2025-01-07,14:15:00,10,103
279032,2025-01-07,16:40:00,10,221
278890,2025-01-07,14:30:00,10,103
279210,2025-01-07,19:15:00,10,289
279139,2025-01-07,17:40:00,10,221
279174,2025-01-07,18:15:00,10,263
278680,2025-01-07,10:40:00,10,119
278568,2025-01-07,16:45:00,10,263
278971,2025-01-07,15:30:00,10,103
279046,2025-01-07,17:00:00,10,103
279157,2025-01-07,18:15:00,10,289
278874,2025-01-07,14:00:00,10,103
279218,2025-01-07,15:45:00,10,297
278937,2025-01-07,15:00:00,10,103
278968,2025-01-07,14:40:00,20,116
278706,2025-01-07,12:00:00,10,289
278954,2025-01-07,12:30:00,10,103
278964,2025-01-07,15:15:00,10,103
279105,2025-01-07,17:30:00,10,289
279188,2025-01-07,18:20:00,10,221
278800,2025-01-07,13:40:00,10,221
278499,2025-01-07,09:00:00,10,289
279082,2025-01-07,17:20:00,10,221
278955,2025-01-07,12:45:00,10,103
278675,2025-01-07,11:30:00,10,289
279191,2025-01-07,15:30:00,10,297
278827,2025-01-07,14:00:00,20,224
277915,2025-01-07,18:00:00,10,263
277732,2025-01-07,10:00:00,60,314
252698,2025-01-07,19:00:00,20,204
252501,2025-01-07,18:00:00,20,204
262773,2025-01-07,12:20:00,20,161
262759,2025-01-07,12:00:00,20,161
